num,kp,kd,ki,dkp,dkd,dki,index_for_twiddle,which_scope,Best error,error,distance,duration time
0,0.2,3,0.004,1,1,1,0,0,1000000,13,2,2
1,1.2,3,0.004,1.1,1,1,1,0,-240.952,306.073,0.547026,70,
2,1.2,2,0.004,1.1,1,1,1,1,-240.952,333.607,0.364362,70,
3,1.2,3,0.004,1.1,0.9,1,2,0,-240.952,579.366,0.328669,70,
4,1.2,3,-0.996,1.1,0.9,1,2,1,-240.952,253.811,0.372301,70,
5,1.2,3,0.00400001,1.1,0.9,0.9,0,0,-240.952,2738.46,0.00361769,70,
6,0.1,3,0.00400001,1.1,0.9,0.9,0,1,-240.952,311.961,0.361687,70,
7,1.2,3,0.00400001,0.99,0.9,0.9,1,0,-240.952,559.063,0.5631,70,
8,1.2,2.1,0.00400001,0.99,0.9,0.9,1,1,-240.952,292.669,0.374388,70,
9,1.2,3,0.00400001,0.99,0.81,0.9,2,0,-240.952,522.665,0.341331,70,
10,1.2,3,-0.896,0.99,0.81,0.9,2,1,-240.952,361.102,0.361935,70,
11,1.2,3,0.00399995,0.99,0.81,0.81,0,0,-240.952,3380.18,0.00362742,70,
12,0.21,3,0.00399995,0.99,0.81,0.81,0,1,-240.952,257.211,0.372438,70,
13,0.21,3,0.00399995,1.089,0.81,0.81,1,0,-267.338,275.689,0.543027,70,
14,0.21,3.81,0.00399995,1.089,0.891,0.81,2,0,-268.432,276.529,0.544961,70,
15,0.21,3.81,-0.806,1.089,0.891,0.81,2,1,-268.432,281.009,0.498499,70,
16,0.21,3.81,0.00400001,1.089,0.891,0.729,0,0,-268.432,2715.49,0.00365839,70,
17,-0.879,3.81,0.00400001,1.089,0.891,0.729,0,1,-268.432,983.228,0.32449,70,
18,0.21,3.81,0.00400001,0.9801,0.891,0.729,1,0,-268.432,2881.28,0.00480313,70,
19,0.21,2.919,0.00400001,0.9801,0.891,0.729,1,1,-268.432,343.599,0.484972,70,
20,0.21,3.81,0.00400001,0.9801,0.8019,0.729,2,0,-268.432,313.992,0.54956,70,
21,0.21,3.81,-0.725,0.9801,0.8019,0.729,2,1,-268.432,239.353,0.503921,70,
22,0.21,3.81,0.00399995,0.9801,0.8019,0.6561,0,0,-268.432,2876.38,0.00364818,70,
23,-0.7701,3.81,0.00399995,0.9801,0.8019,0.6561,0,1,-268.432,238.214,0.495549,70,
24,0.21,3.81,0.00399995,0.88209,0.8019,0.6561,1,0,-268.432,3671.78,0.00521067,70,
25,0.21,3.0081,0.00399995,0.88209,0.8019,0.6561,1,1,-268.432,295.834,0.492282,70,
26,0.21,3.81,0.00399995,0.88209,0.72171,0.6561,2,0,-268.432,301.541,0.549181,70,
27,0.21,3.81,-0.6521,0.88209,0.72171,0.6561,2,1,-268.432,311.78,0.553184,70,
28,0.21,3.81,0.00399995,0.88209,0.72171,0.59049,0,0,-268.432,2835.89,0.0035996,70,
29,-0.67209,3.81,0.00399995,0.88209,0.72171,0.59049,0,1,-268.432,242.103,0.498535,70,
30,0.21,3.81,0.00399995,0.793881,0.72171,0.59049,1,0,-268.432,3623.71,0.00599748,70,
31,0.21,3.08829,0.00399995,0.793881,0.72171,0.59049,1,1,-268.432,256.981,0.490425,70,
32,0.21,3.81,0.00399995,0.793881,0.649539,0.59049,2,0,-268.432,407.109,0.591887,70,
33,0.21,3.81,-0.58649,0.793881,0.649539,0.59049,2,1,-268.432,270.197,0.487201,70,
34,0.21,3.81,0.00400001,0.793881,0.649539,0.531441,0,0,-268.432,2745.48,0.00361671,70,
35,-0.583881,3.81,0.00400001,0.793881,0.649539,0.531441,0,1,-268.432,273.244,0.489631,70,
36,0.21,3.81,0.00400001,0.714493,0.649539,0.531441,1,0,-268.432,5127,0.00836757,70,
37,0.21,3.16046,0.00400001,0.714493,0.649539,0.531441,1,1,-268.432,251.828,0.496282,70,
38,0.21,3.16046,0.00400001,0.714493,0.714493,0.531441,2,0,-269.771,267.26,0.537031,70,
39,0.21,3.16046,-0.527441,0.714493,0.714493,0.531441,2,1,-269.771,313.549,0.521792,70,
